question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,final_calibrated_score,single_diff,avg_diff,selected_diff,final_diff,selected_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,final_gain_vs_avg,final_gain_vs_single,route,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action
CO_1,ANS,0.0,1.5,1.5,1.5,2.2,1.5,1.5,1.5,2.2,1.5,2.2,0.0,0.0,-0.7,-0.7,-0.7,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,auto_small_raise
CO_1,ANS,5.0,2.45,2.7,3.0,3.0,-2.55,-2.3,-2.0,-2.0,2.0,2.0,0.25,0.3,0.0,0.3,0.55,BND,False,False,False,calculation_derivation,True,True,upper_consensus_undercredit,guarded_max_of_three,0.2248,0.0,0.0,0.55,0.0,0.183333,0.816667,keep_minor_change
CO_1,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change
CO_1,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,0.0,0.5,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.2,0.0,0.0,0.0,0.2,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
CO_1,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change
CO_1,ANS,5.0,5.0,4.7,4.7,4.7,0.0,-0.3,-0.3,-0.3,0.3,0.3,-0.3,0.0,0.0,0.0,-0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,1.0,0.0,0.333333,0.666667,keep_minor_change
CO_1,ANS,5.0,3.5,3.5,3.5,4.2,-1.5,-1.5,-1.5,-0.8,1.5,0.8,0.0,0.0,0.7,0.7,0.7,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,medium_raise
CO_1,ANS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,2.0,2.0,2.2,2.2,2.2,0.0,0.2,0.2,0.2,0.2,0.2,-0.2,0.0,0.0,0.0,-0.2,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.3536,0.0,0.0,0.75,0.0,0.25,0.75,reject_raise
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEG,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,
CO_1,ANS,2.0,3.05,3.0,3.05,3.75,1.05,1.0,1.05,1.75,1.05,1.75,0.05,-0.05,-0.7,-0.75,-0.7,BND,False,False,False,calculation_derivation,True,True,upper_consensus_undercredit,guarded_max_of_three,0.0,0.0,0.0,0.0,0.0,0.0,1.0,auto_small_raise
CO_1,ANS,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,NEG,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,0.0,1.0,1.2,1.2,1.2,1.0,1.2,1.2,1.2,1.2,1.2,-0.2,0.0,0.0,0.0,-0.2,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.67,0.6,0.5,0.6,0.566667,0.433333,reject_lower
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,2.0,2.0,1.8,1.8,1.8,0.0,-0.2,-0.2,-0.2,0.2,0.2,-0.2,0.0,0.0,0.0,-0.2,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2828,0.33,0.3,0.6,0.3,0.4,0.6,reject_raise
CO_1,ANS,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,2.0,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_1,ANS,2.0,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,5.0,5.0,4.9,4.9,4.9,0.0,-0.1,-0.1,-0.1,0.1,0.1,-0.1,0.0,0.0,0.0,-0.1,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.2121,0.0,0.0,0.45,0.0,0.15,0.85,
CO_1,ANS,5.0,3.95,3.9,3.95,3.95,-1.05,-1.1,-1.05,-1.05,1.05,1.05,-0.05,0.05,0.0,0.05,0.0,BND,False,False,False,calculation_derivation,True,True,upper_consensus_strict,guarded_max_of_three,0.0236,0.0,0.0,0.05,0.0,0.016667,0.983333,keep_minor_change
CO_1,ANS,2.0,2.0,2.3,2.3,2.3,0.0,0.3,0.3,0.3,0.3,0.3,-0.3,0.0,0.0,0.0,-0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,1.0,0.0,0.333333,0.666667,keep_minor_change
CO_1,ANS,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEG,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,5.0,1.05,1.1,1.1,1.1,-3.95,-3.9,-3.9,-3.9,3.9,3.9,0.05,0.0,0.0,0.0,0.05,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,5.0,5.0,4.0,4.0,4.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.7071,0.0,0.0,1.0,0.0,0.333333,0.666667,reject_raise
CO_1,ANS,2.0,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change
CO_1,ANS,5.0,3.5,3.5,3.5,3.5,-1.5,-1.5,-1.5,-1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,NEG,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,-0.2,0.0,0.0,0.0,-0.2,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
CO_1,ANS,5.0,3.5,3.3,3.3,3.3,-1.5,-1.7,-1.7,-1.7,1.7,1.7,-0.2,0.0,0.0,0.0,-0.2,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEG,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,5.0,5.0,4.7,4.7,4.7,0.0,-0.3,-0.3,-0.3,0.3,0.3,-0.3,0.0,0.0,0.0,-0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4243,0.0,0.0,0.9,0.0,0.3,0.7,keep_minor_change
CO_1,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change
CO_1,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change
CO_1,ANS,5.0,2.1,3.1,3.1,3.8,-2.9,-1.9,-1.9,-1.2,1.9,1.2,1.0,0.0,0.7,0.7,1.7,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.776,0.0,0.0,1.0,0.0,0.333333,0.666667,medium_raise
CO_1,ANS,5.0,4.55,4.5,4.5,4.5,-0.45,-0.5,-0.5,-0.5,0.5,0.5,-0.05,0.0,0.0,0.0,-0.05,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,5.0,1.5,1.5,1.5,1.5,-3.5,-3.5,-3.5,-3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,5.0,5.0,4.8,4.8,4.8,0.0,-0.2,-0.2,-0.2,0.2,0.2,-0.2,0.0,0.0,0.0,-0.2,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
CO_1,ANS,2.0,3.5,3.7,3.7,3.2,1.5,1.7,1.7,1.2,1.7,1.2,-0.2,0.0,0.5,0.5,0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.0,0.5,0.0,0.166667,0.833333,large_lower
CO_1,ANS,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,5.0,1.5,1.5,1.5,1.5,-3.5,-3.5,-3.5,-3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change
CO_1,ANS,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,-0.3,0.0,0.0,0.0,-0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.33,0.3,0.5,0.3,0.366667,0.633333,reject_raise
CO_1,ANS,1.0,2.25,2.4,2.45,3.15,1.25,1.4,1.45,2.15,1.45,2.15,-0.15,-0.05,-0.7,-0.75,-0.9,BND,False,False,False,calculation_derivation,True,True,upper_consensus_undercredit,guarded_max_of_three,0.0943,0.33,0.3,0.2,0.3,0.266667,0.733333,auto_small_raise
CO_1,ANS,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.7,0.0,0.7,0.466667,0.533333,keep_minor_change
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,5.0,5.0,4.5,4.5,4.5,0.0,-0.5,-0.5,-0.5,0.5,0.5,-0.5,0.0,0.0,0.0,-0.5,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.7071,0.0,0.0,1.0,0.0,0.333333,0.666667,reject_raise
CO_1,ANS,5.0,4.05,4.3,4.3,4.3,-0.95,-0.7,-0.7,-0.7,0.7,0.7,0.25,0.0,0.0,0.0,0.25,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2055,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change
CO_1,ANS,0.0,0.0,0.8,0.8,0.8,0.0,0.8,0.8,0.8,0.8,0.8,-0.8,0.0,0.0,0.0,-0.8,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,1.1785,0.0,0.0,1.0,0.0,0.333333,0.666667,reject_lower
CO_1,ANS,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEG,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,2.0,2.9,3.3,3.3,3.9,0.9,1.3,1.3,1.9,1.3,1.9,-0.4,0.0,-0.6,-0.6,-1.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2828,0.0,0.0,0.6,0.0,0.2,0.8,small_raise
CO_1,ANS,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,NEG,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,NEG,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.85,0.0,0.85,0.566667,0.433333,keep_minor_change
CO_1,ANS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.33,0.3,0.0,0.3,0.2,0.8,keep_minor_change
CO_1,ANS,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,-0.3,0.0,0.0,0.0,-0.3,BND,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.67,0.6,1.0,0.6,0.733333,0.266667,reject_raise
CO_1,ANS,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
CO_1,ANS,2.0,3.0,2.8,3.0,3.7,1.0,0.8,1.0,1.7,1.0,1.7,0.2,-0.2,-0.7,-0.9,-0.7,BND,False,False,False,calculation_derivation,True,True,upper_consensus_undercredit,guarded_max_of_three,0.2357,0.0,0.0,0.5,0.0,0.166667,0.833333,auto_small_raise
