question_id,student_id,teacher_score,baseline_score,tolerance,undercredit_unsafe,overcredit_unsafe,unsafe,U_E,U_S,U_R,U_R_undercredit_existing,U_R_allocation_undercredit,U_R_allocation_overcredit,U_R_allocation_disagreement,U_R_deterministic_undercredit,U_R_deterministic_overcredit,deterministic_coverage,missing_judgement_risk,fusion_status,undercredit_probability,overcredit_probability,combined_probability,oof_threshold,oof_route,inner_threshold_feasible
CO_10,ANS_CO_1085,6.0,0.7,1.5,True,False,True,0.733333,0.333333,0.755556,0.0525,0.022222,0.044444,0.066667,0.259259,0.0,0.6,0.0,diagnostic_only,0.6678467400636885,0.03518161724287921,0.6678467400636885,0.5130630760339101,BND,False
CO_10,ANS_CO_1082,15.0,12.0,1.5,True,False,True,0.2,0.0,0.266667,0.0588,0.0,0.0,0.0,0.0,0.444444,0.6,0.0,diagnostic_only,0.31834965336543053,0.4060569666737435,0.4060569666737435,0.5130630760339101,POS,False
CO_10,ANS_CO_1091,8.0,1.5,1.5,True,False,True,0.4,0.5,0.511111,0.0,0.066667,0.033333,0.1,0.611111,0.0,0.6,0.0,diagnostic_only,0.5870333688066174,0.18373590400392123,0.5870333688066174,0.5130630760339101,BND,False
CO_10,ANS_CO_1095,8.0,6.3,1.5,True,False,True,0.066667,0.833333,0.266667,0.183,0.111111,0.155556,0.266667,0.12963,0.277778,0.6,0.0,diagnostic_only,0.6684486503921696,0.7233923698468229,0.7233923698468229,0.5130630760339101,BND,False
CO_10,ANS_CO_1101,12.0,6.5,1.5,True,False,True,0.233333,0.333333,0.233333,0.2179,0.033333,0.033333,0.066667,0.166667,0.277778,0.6,0.0,diagnostic_only,0.6109443647808481,0.35760128505559297,0.6109443647808481,0.5130630760339101,BND,False
CO_10,ANS_CO_1102,11.0,11.2,1.5,False,False,False,0.066667,0.5,0.066667,0.0473,0.055556,0.044444,0.1,0.203704,0.111111,0.6,0.0,diagnostic_only,0.3957766194511803,0.4391546541433569,0.4391546541433569,0.5130630760339101,POS,False
CO_10,ANS_CO_1115,7.0,3.0,1.5,True,False,True,0.466667,0.833333,0.533333,0.1699,0.1,0.066667,0.166667,0.333333,0.222222,0.6,0.0,diagnostic_only,0.7959596635518348,0.40033381186864386,0.7959596635518348,0.5130630760339101,BND,False
CO_10,ANS_CO_1116,12.0,9.3,1.5,True,False,True,0.0,0.166667,0.066667,0.0752,0.044444,0.055556,0.1,0.37037,0.111111,0.6,0.0,diagnostic_only,0.40012038483076684,0.3235526073309292,0.40012038483076684,0.5130630760339101,POS,False
CO_10,ANS_CO_1118,4.0,4.5,1.5,False,False,False,0.2,1.0,0.4,0.0,0.133333,0.166667,0.3,0.240741,0.185185,0.6,0.0,diagnostic_only,0.6014559336801185,0.628360731527278,0.628360731527278,0.5130630760339101,BND,False
CO_10,ANS_CO_1181,6.0,1.7,1.5,True,False,True,0.833333,0.333333,0.855556,0.0963,0.022222,0.044444,0.066667,0.166667,0.125,0.533333,0.0,diagnostic_only,0.7357563044259506,0.03845570866791137,0.7357563044259506,0.5130630760339101,BND,False
CO_11,ANS_CO_1213,0.0,0.0,1.5,False,False,False,0.533333,0.0,0.533333,0.0,0.0,0.0,0.0,0.263158,0.0,0.633333,0.0,diagnostic_only,0.49536717536250097,0.03897779475663945,0.49536717536250097,0.5198218979602399,POS,False
CO_11,ANS_CO_1202,7.0,4.7,1.5,True,False,True,0.3,1.0,0.522222,0.0,0.35,0.216667,0.566667,0.604167,0.041667,0.8,0.0,diagnostic_only,0.9226154795022629,0.4053498156399632,0.9226154795022629,0.5198218979602399,BND,False
CO_11,ANS_CO_1221,9.0,4.8,1.5,True,False,True,0.366667,1.0,0.511111,0.248,0.111111,0.105556,0.216667,0.388889,0.0,0.8,0.0,diagnostic_only,0.8554708232737918,0.410029018779314,0.8554708232737918,0.5198218979602399,BND,False
CO_11,ANS_CO_1232,14.0,8.2,1.5,True,False,True,0.533333,1.0,0.588889,0.1095,0.055556,0.111111,0.166667,0.0,0.138889,0.8,0.0,diagnostic_only,0.6673150261753422,0.32801218045232533,0.6673150261753422,0.5198218979602399,BND,False
CO_11,ANS_CO_1239,14.0,10.0,1.5,True,False,True,0.266667,1.0,0.338889,0.125,0.105556,0.127778,0.233333,0.131944,0.125,0.8,0.0,diagnostic_only,0.6752935145839888,0.5203405209167513,0.6752935145839888,0.5198218979602399,BND,False
CO_11,ANS_CO_1254,15.0,8.2,1.5,True,False,True,0.45,1.0,0.638889,0.0487,0.2,0.3,0.5,0.027778,0.236111,0.8,0.0,diagnostic_only,0.8150172426810857,0.286382368194745,0.8150172426810857,0.5198218979602399,BND,False
CO_11,ANS_CO_1283,15.0,15.0,1.5,False,False,False,0.0,1.0,0.157895,0.0,0.0,0.0,0.0,0.0,0.125,0.8,0.0,diagnostic_only,0.1981046910668341,0.8666406543668131,0.8666406543668131,0.5198218979602399,BND,False
CO_11,ANS_CO_1290,0.0,0.0,1.5,False,False,False,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.633333,0.0,diagnostic_only,0.5614371953830575,0.016518693666982578,0.5614371953830575,0.5198218979602399,BND,False
CO_11,ANS_CO_1300,5.0,1.0,1.5,True,False,True,0.7,0.0,0.7,0.0135,0.0,0.0,0.0,0.0,0.0,0.633333,0.0,diagnostic_only,0.5274238410161222,0.022842920990149063,0.5274238410161222,0.5198218979602399,BND,False
CO_11,ANS_CO_1312,15.0,14.0,1.5,False,False,False,0.1,0.5,0.1,0.0,0.066667,0.033333,0.1,0.0,0.0,0.8,0.0,diagnostic_only,0.3373229451660948,0.34147191611112593,0.34147191611112593,0.5198218979602399,POS,False
CO_12,ANS_CO_1334,16.0,6.8,2.5,True,False,True,0.16,0.5,0.333333,0.2889,0.046667,0.093333,0.14,0.0,0.0,0.0,0.0,diagnostic_only,0.6857232204302337,0.24556408440214392,0.6857232204302337,0.5328968184729997,BND,False
CO_12,ANS_CO_1324,0.0,0.0,2.5,False,False,False,0.52,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,0.42436377932293906,0.03469470241869738,0.42436377932293906,0.5328968184729997,POS,False
CO_12,ANS_CO_1336,14.0,15.3,2.5,False,False,False,0.0,0.3,0.106667,0.28,0.146667,0.113333,0.26,0.0,0.0,0.0,0.0,diagnostic_only,0.7688064813780519,0.2953151141599106,0.7688064813780519,0.5328968184729997,BND,False
CO_12,ANS_CO_1365,16.0,14.2,2.5,False,False,False,0.08,0.6,0.186667,0.1879,0.073333,0.046667,0.12,0.0,0.0,0.0,0.0,diagnostic_only,0.5716994439547821,0.45235977900159113,0.5716994439547821,0.5328968184729997,BND,False
CO_12,ANS_CO_1366,17.0,14.0,2.5,True,False,True,0.1,1.0,0.293333,0.3412,0.2,0.12,0.32,0.0,0.0,0.0,0.0,diagnostic_only,0.8918414829422004,0.647859996404927,0.8918414829422004,0.5328968184729997,BND,False
CO_12,ANS_CO_1380,13.0,10.3,2.5,True,False,True,0.0,1.0,0.106667,0.5153,0.126667,0.213333,0.34,0.0,0.0,0.0,0.0,diagnostic_only,0.9122858374311305,0.43118911635741014,0.9122858374311305,0.5328968184729997,BND,False
CO_12,ANS_CO_1379,16.0,16.7,2.5,False,False,False,0.08,0.4,0.133333,0.2141,0.053333,0.026667,0.08,0.0,0.0,0.0,0.0,diagnostic_only,0.561950844297908,0.34612281875504763,0.561950844297908,0.5328968184729997,BND,False
CO_12,ANS_CO_1405,17.0,12.0,2.5,True,False,True,0.0,0.4,0.28,0.3239,0.12,0.12,0.24,0.0,0.0,0.0,0.0,diagnostic_only,0.7630240477923113,0.3831601355115127,0.7630240477923113,0.5328968184729997,BND,False
CO_12,ANS_CO_1400,18.0,11.3,2.5,True,False,True,0.0,0.6,0.213333,0.4682,0.126667,0.133333,0.26,0.0,0.0,0.0,0.0,diagnostic_only,0.8767826259290796,0.43775867160079157,0.8767826259290796,0.5328968184729997,BND,False
CO_12,ANS_CO_1435,19.0,23.0,2.5,False,True,True,0.0,0.8,0.226667,0.0,0.08,0.12,0.2,0.0,0.0,0.0,0.0,diagnostic_only,0.3383064180961352,0.5414888489587983,0.5414888489587983,0.5328968184729997,BND,False
CO_12,ANS_CO_1441,17.0,19.8,2.5,False,True,True,0.0,0.88,0.226667,0.0682,0.104,0.192,0.296,0.0,0.0,0.0,0.0,diagnostic_only,0.4845587410863401,0.447500437746679,0.4845587410863401,0.5328968184729997,POS,False
CO_12,ANS_CO_1445,9.0,7.3,2.5,False,False,False,0.08,0.6,0.133333,0.3904,0.106667,0.053333,0.16,0.0,0.0,0.0,0.0,diagnostic_only,0.8242960341438783,0.44352569402035336,0.8242960341438783,0.5328968184729997,BND,False
CO_12,ANS_CO_1457,22.0,21.7,2.5,False,False,False,0.0,1.0,0.16,0.0,0.133333,0.146667,0.28,0.0,0.0,0.0,0.0,diagnostic_only,0.4487287425015224,0.610294484158167,0.610294484158167,0.5328968184729997,BND,False
CO_12,ANS_CO_1485,17.0,15.2,2.5,False,False,False,0.08,0.92,0.253333,0.1613,0.216,0.168,0.384,0.0,0.0,0.0,0.0,diagnostic_only,0.8000436775659936,0.5250972659579908,0.8000436775659936,0.5328968184729997,BND,False
CO_13,ANS_CO_1531,19.0,19.0,2.0,False,False,False,0.0,0.75,0.116667,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.0,diagnostic_only,0.30693965323219335,0.5254498435320973,0.5254498435320973,0.511600686125591,BND,False
CO_13,ANS_CO_1521,15.0,14.7,2.0,False,False,False,0.0,0.625,0.133333,0.1353,0.091667,0.133333,0.225,0.0,0.0,0.0,0.0,diagnostic_only,0.5183836055872286,0.4097475015200078,0.5183836055872286,0.511600686125591,BND,False
CO_13,ANS_CO_1563,18.0,18.3,2.0,False,False,False,0.0,0.75,0.333333,0.0,0.083333,0.116667,0.2,0.0,0.0,0.0,0.0,diagnostic_only,0.3463466617868471,0.6581217475641458,0.6581217475641458,0.511600686125591,BND,False
CO_13,ANS_CO_1588,15.0,9.2,2.0,True,False,True,0.0,1.0,0.116667,0.4588,0.166667,0.158333,0.325,0.0,0.0,0.0,0.0,diagnostic_only,0.8897841475345671,0.6271544358794394,0.8897841475345671,0.511600686125591,BND,False
CO_13,ANS_CO_1598,18.0,12.3,2.0,True,False,True,0.0,1.0,0.2,0.0958,0.183333,0.116667,0.3,0.0,0.0,0.0,0.0,diagnostic_only,0.6120806744930285,0.7301088416387622,0.7301088416387622,0.511600686125591,BND,False
CO_13,ANS_CO_1604,14.0,1.2,2.0,True,False,True,0.375,0.125,0.5,0.0,0.016667,0.008333,0.025,0.0,0.0,0.0,0.0,diagnostic_only,0.3644202317302253,0.08252661892257801,0.3644202317302253,0.511600686125591,POS,False
CO_13,ANS_CO_1605,16.0,14.7,2.0,False,False,False,0.0,1.0,0.25,0.1353,0.141667,0.183333,0.325,0.0,0.0,0.0,0.0,diagnostic_only,0.6241507689767287,0.6824906563807479,0.6824906563807479,0.511600686125591,BND,False
CO_13,ANS_CO_1612,15.0,17.3,2.0,False,True,True,0.0,0.25,0.0,0.0,0.033333,0.016667,0.05,0.0,0.0,0.0,0.0,diagnostic_only,0.24211834696193493,0.2342402763866352,0.24211834696193493,0.511600686125591,POS,False
CO_13,ANS_CO_1617,19.0,10.5,2.0,True,False,True,0.0,0.875,0.133333,0.3824,0.175,0.175,0.35,0.0,0.0,0.0,0.0,diagnostic_only,0.8579466914881972,0.5331153809713919,0.8579466914881972,0.511600686125591,BND,False
CO_13,ANS_CO_1633,9.0,3.2,2.0,True,False,True,0.0,0.375,0.216667,0.1955,0.091667,0.083333,0.175,0.0,0.0,0.0,0.0,diagnostic_only,0.5455313255637398,0.3666585605043986,0.5455313255637398,0.511600686125591,BND,False
CO_13,ANS_CO_1636,20.0,18.0,2.0,False,False,False,0.0,0.75,0.116667,0.0,0.1,0.05,0.15,0.0,0.0,0.0,0.0,diagnostic_only,0.3501598527635312,0.5962871916601493,0.5962871916601493,0.511600686125591,BND,False
CO_13,ANS_CO_1644,18.0,18.8,2.0,False,False,False,0.0,0.5,0.216667,0.0,0.058333,0.066667,0.125,0.0,0.0,0.0,0.0,diagnostic_only,0.2892499049411999,0.47033200233797995,0.47033200233797995,0.511600686125591,POS,False
CO_13,ANS_CO_1629,15.0,13.8,2.0,False,False,False,0.0,0.625,0.0,0.1882,0.058333,0.066667,0.125,0.0,0.0,0.0,0.0,diagnostic_only,0.5044958862232136,0.4005560358685712,0.5044958862232136,0.511600686125591,POS,False
CO_2,ANS_CO_536,20.0,20.0,2.0,False,False,False,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,0.19636669716891514,0.25784059189430564,0.25784059189430564,0.5199257671844825,POS,False
CO_2,ANS_CO_525,20.0,14.7,2.0,True,False,True,0.0,1.0,0.5,0.1353,0.266667,0.233333,0.5,0.0,0.0,0.0,0.0,diagnostic_only,0.7705525426218715,0.7394708811223593,0.7705525426218715,0.5199257671844825,BND,False
CO_2,ANS_CO_566,5.0,2.0,2.0,True,False,True,0.9,0.0,0.9,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,0.6087657235413333,0.008405217329494643,0.6087657235413333,0.5199257671844825,BND,False
CO_2,ANS_CO_556,19.0,18.7,2.0,False,False,False,0.0,1.0,0.133333,0.0,0.033333,0.066667,0.1,0.0,0.0,0.0,0.0,diagnostic_only,0.25099855970341256,0.738436308812846,0.738436308812846,0.5199257671844825,BND,False
CO_2,ANS_CO_576,20.0,15.3,2.0,True,False,True,0.0,1.0,0.266667,0.1,0.2,0.2,0.4,0.0,0.0,0.0,0.0,diagnostic_only,0.6478312266273384,0.6610737477212999,0.6610737477212999,0.5199257671844825,BND,False
CO_2,ANS_CO_620,15.0,8.0,2.0,True,False,True,0.5,1.0,0.633333,0.1324,0.1,0.1,0.2,0.0,0.0,0.0,0.0,diagnostic_only,0.7325487810107432,0.27678729560626053,0.7325487810107432,0.5199257671844825,BND,False
CO_2,ANS_CO_577,15.0,15.3,2.0,False,False,False,0.25,0.5,0.25,0.1,0.066667,0.033333,0.1,0.0,0.0,0.0,0.0,diagnostic_only,0.5180584539315306,0.22839854216580863,0.5180584539315306,0.5199257671844825,POS,False
CO_2,ANS_CO_622,18.0,17.3,2.0,False,False,False,0.0,1.0,0.133333,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,diagnostic_only,0.34892614247823445,0.7105700896809374,0.7105700896809374,0.5199257671844825,BND,False
CO_2,ANS_CO_625,20.0,14.7,2.0,True,False,True,0.0,1.0,0.133333,0.0419,0.266667,0.133333,0.4,0.0,0.0,0.0,0.0,diagnostic_only,0.6652841834631887,0.7034131648496434,0.7034131648496434,0.5199257671844825,BND,False
CO_2,ANS_CO_643,20.0,16.7,2.0,True,False,True,0.0,1.0,0.166667,0.0138,0.066667,0.133333,0.2,0.0,0.0,0.0,0.0,diagnostic_only,0.3250040955870097,0.6741135135819739,0.6741135135819739,0.5199257671844825,BND,False
CO_3,ANS_CO_152,2.0,1.8,1.0,False,False,False,0.0,0.25,0.0,0.7882,0.016667,0.033333,0.05,0.0,0.0,0.0,0.0,diagnostic_only,0.9479372276377291,0.2805624484997144,0.9479372276377291,0.5198983095430775,BND,False
CO_3,ANS_CO_142,5.0,2.0,1.0,True,False,True,0.0,1.0,0.333333,0.7647,0.2,0.2,0.4,0.0,0.0,0.0,0.0,diagnostic_only,0.9858298965643351,0.689274514522428,0.9858298965643351,0.5198983095430775,BND,False
CO_3,ANS_CO_179,6.0,4.2,1.0,True,False,True,0.0,0.75,0.0,0.5059,0.083333,0.066667,0.15,0.0,0.0,0.0,0.0,diagnostic_only,0.8608652451419041,0.5477668490545141,0.8608652451419041,0.5198983095430775,BND,False
CO_3,ANS_CO_160,10.0,10.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,diagnostic_only,0.18628133217049875,0.20048915824460092,0.20048915824460092,0.5198983095430775,POS,False
CO_3,ANS_CO_208,8.0,5.5,1.0,True,False,True,0.0,1.0,0.0,0.3529,0.15,0.15,0.3,0.0,0.0,0.0,0.0,diagnostic_only,0.8244136019140436,0.59206403372504,0.8244136019140436,0.5198983095430775,BND,False
CO_3,ANS_CO_217,9.0,7.8,1.0,True,False,True,0.0,0.25,0.0,0.0824,0.016667,0.033333,0.05,0.0,0.0,0.0,0.0,diagnostic_only,0.2905759352008658,0.2805624484997144,0.2905759352008658,0.5198983095430775,POS,False
CO_3,ANS_CO_230,8.0,3.2,1.0,True,False,True,0.0,1.0,0.166667,0.1286,0.183333,0.116667,0.3,0.0,0.0,0.0,0.0,diagnostic_only,0.6314691438117941,0.724156696086337,0.724156696086337,0.5198983095430775,BND,False
CO_3,ANS_CO_237,9.0,9.0,1.0,False,False,False,0.0,1.0,0.333333,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,diagnostic_only,0.3352945153293562,0.7888749852197194,0.7888749852197194,0.5198983095430775,BND,False
CO_3,ANS_CO_241,6.0,2.8,1.0,True,False,True,0.0,1.0,0.166667,0.1383,0.166667,0.133333,0.3,0.0,0.0,0.0,0.0,diagnostic_only,0.624875104065731,0.69848179671482,0.69848179671482,0.5198983095430775,BND,False
CO_3,ANS_CO_250,9.0,7.3,1.0,True,False,True,0.0,0.75,0.166667,0.1412,0.066667,0.083333,0.15,0.0,0.0,0.0,0.0,diagnostic_only,0.4547578647252701,0.6008543810643107,0.6008543810643107,0.5198983095430775,BND,False
CO_4,ANS_CO_654,20.0,19.7,2.0,False,False,False,0.0,0.25,0.1,0.0,0.016667,0.033333,0.05,0.0,0.5,0.2,0.0,diagnostic_only,0.20772171599814163,0.8383329498111801,0.8383329498111801,0.5357366266890177,BND,False
CO_4,ANS_CO_686,14.0,11.0,2.0,True,False,True,0.0,1.0,0.116667,0.0,0.2,0.15,0.35,0.0,0.0,0.2,0.0,diagnostic_only,0.5183971511639942,0.5895035891550598,0.5895035891550598,0.5357366266890177,BND,False
CO_4,ANS_CO_676,8.0,13.8,2.0,False,True,True,0.0,1.0,0.266667,0.1882,0.308333,0.241667,0.55,0.0,0.0,0.2,0.0,diagnostic_only,0.8943626790849288,0.47922429888845886,0.8943626790849288,0.5357366266890177,BND,False
CO_4,ANS_CO_710,20.0,20.0,2.0,False,False,False,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,diagnostic_only,0.19153022042057471,0.9773543055968302,0.9773543055968302,0.5357366266890177,BND,False
CO_4,ANS_CO_713,20.0,19.7,2.0,False,False,False,0.0,0.25,0.166667,0.0,0.016667,0.033333,0.05,0.0,0.5,0.2,0.0,diagnostic_only,0.21041687140577092,0.8546454602008555,0.8546454602008555,0.5357366266890177,BND,False
CO_4,ANS_CO_718,17.0,18.0,2.0,False,False,False,0.0,0.5,0.2,0.0,0.05,0.05,0.1,0.0,0.0,0.2,0.0,diagnostic_only,0.2495927651684875,0.5022871141227477,0.5022871141227477,0.5357366266890177,POS,False
CO_4,ANS_CO_723,20.0,17.2,2.0,True,False,True,0.0,0.625,0.116667,0.0,0.091667,0.058333,0.15,0.0,0.0,0.2,0.0,diagnostic_only,0.30406536557752106,0.5235322327450411,0.5235322327450411,0.5357366266890177,POS,False
CO_4,ANS_CO_760,20.0,18.3,2.0,False,False,False,0.0,0.5,0.2,0.0,0.083333,0.066667,0.15,0.0,0.0,0.2,0.0,diagnostic_only,0.3066918648173764,0.46673135856819453,0.46673135856819453,0.5357366266890177,POS,False
CO_4,ANS_CO_724,11.0,9.3,2.0,False,False,False,0.0,0.25,0.2,0.4529,0.133333,0.166667,0.3,0.0,0.833333,0.2,0.0,diagnostic_only,0.9084729808354451,0.9145391622255852,0.9145391622255852,0.5357366266890177,BND,False
CO_5,ANS_CO_292,15.0,15.0,1.5,False,False,False,0.0,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,diagnostic_only,0.1830234292031847,0.24230043682294775,0.24230043682294775,0.5189657034009576,POS,False
CO_5,ANS_CO_313,8.0,0.0,1.5,True,False,True,0.333333,0.0,0.388889,0.0,0.0,0.0,0.0,0.25,0.0,0.666667,0.0,diagnostic_only,0.3572416108885315,0.07986983915073029,0.3572416108885315,0.5189657034009576,POS,False
CO_5,ANS_CO_260,8.0,0.4,1.5,True,False,True,0.333333,0.416667,0.388889,0.0,0.055556,0.027778,0.083333,0.305556,0.0,1.0,0.0,diagnostic_only,0.47501067680675313,0.17180230073050676,0.47501067680675313,0.5189657034009576,POS,False
CO_5,ANS_CO_334,0.0,0.0,1.5,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,diagnostic_only,0.6711450260395674,0.005817375247852085,0.6711450260395674,0.5189657034009576,BND,False
CO_5,ANS_CO_344,15.0,15.0,1.5,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,diagnostic_only,0.17883049014537938,0.22634898836674147,0.22634898836674147,0.5189657034009576,POS,False
CO_5,ANS_CO_327,8.0,3.7,1.5,True,False,True,0.0,1.0,0.222222,0.0,0.155556,0.244444,0.4,0.755556,0.0,1.0,0.0,diagnostic_only,0.6280429519494263,0.5559639576078318,0.6280429519494263,0.5189657034009576,BND,False
CO_5,ANS_CO_353,12.0,11.2,1.5,False,False,False,0.0,1.0,0.222222,0.0,0.255556,0.177778,0.433333,0.255556,0.0,1.0,0.0,diagnostic_only,0.6910116774459223,0.6849910138075028,0.6910116774459223,0.5189657034009576,BND,False
CO_5,ANS_CO_359,10.0,13.3,1.5,False,True,True,0.0,1.0,1.0,0.0,0.111111,0.222222,0.333333,0.0,0.222222,1.0,0.0,diagnostic_only,0.5244270035516947,0.9056991787343222,0.9056991787343222,0.5189657034009576,BND,False
CO_5,ANS_CO_361,15.0,15.0,1.5,False,False,False,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1.0,0.0,diagnostic_only,0.19163721336722342,0.3991009834163182,0.3991009834163182,0.5189657034009576,POS,False
CO_5,ANS_CO_373,8.0,0.0,1.5,True,False,True,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,diagnostic_only,0.31466366082207653,0.0735734051760057,0.31466366082207653,0.5189657034009576,POS,False
CO_5,ANS_CO_356,15.0,9.6,1.5,True,False,True,0.0,0.416667,0.166667,0.1647,0.111111,0.138889,0.25,0.361111,0.0,1.0,0.0,diagnostic_only,0.6325697819079005,0.34470133841935796,0.6325697819079005,0.5189657034009576,BND,False
CO_6,ANS_CO_408,0.0,0.0,2.0,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,diagnostic_only,0.6920661115351635,0.005350583631665928,0.6920661115351635,0.5313735716731044,BND,False
CO_6,ANS_CO_411,12.0,17.3,2.0,False,True,True,0.0,0.5,0.428571,0.0,0.033333,0.066667,0.1,0.125,0.1875,0.8,0.0,diagnostic_only,0.292907376391418,0.7046974545469364,0.7046974545469364,0.5313735716731044,BND,False
CO_6,ANS_CO_412,14.0,15.3,2.0,False,False,False,0.0,1.0,0.428571,0.0321,0.133333,0.066667,0.2,0.0,0.229167,0.8,0.0,diagnostic_only,0.4701448444682594,0.917213744255683,0.917213744255683,0.5313735716731044,BND,False
CO_6,ANS_CO_420,16.0,10.5,2.0,True,False,True,0.0,0.375,0.15,0.1502,0.1,0.125,0.225,0.239583,0.0,0.8,0.0,diagnostic_only,0.5820130650827128,0.3155583248127386,0.5820130650827128,0.5313735716731044,BND,False
CO_6,ANS_CO_427,6.0,2.5,2.0,True,False,True,0.15,0.625,0.216667,0.2053,0.075,0.05,0.125,0.46875,0.0,0.8,0.0,diagnostic_only,0.7206359893062518,0.38597616724276346,0.7206359893062518,0.5313735716731044,BND,False
CO_6,ANS_CO_433,4.0,4.7,2.0,False,False,False,0.0,1.0,0.266667,0.2395,0.166667,0.133333,0.3,0.458333,0.041667,0.8,0.0,diagnostic_only,0.8263161265963671,0.7604310491501507,0.8263161265963671,0.5313735716731044,BND,False
